abakus;abacus;Abakus
mastitis;mastitis;Mastitis
mastnota;grease;Fett
masturbace;masturbation;Masturbation
matematika;mathematics;Mathematik
matematizace;mathematization;Mathematisierung
materialistka;materialist;Materialist
materie;matter;Angelegenheit
mat;mat;Matte
matice;nut;Nuss
matika;matika;matika
matinka;mother;Mutter
matka;mother;Mutter
matlanina;matlanina;Matlanina
matnice;matnice;nett
matolin;matolin;Matolin
matolinovice;matolinovice;matolinovice
matrace;mattress;Matratze
matrice;matrix;Matrix
matrika;registry office;Standesamt
matrona;matron;Matrone
maturantka;graduate;Absolvent
matura;matura;Matura
maturita;graduation;Abschluss
matylda;matylda;Matylda
mauricijka;Mauritius;Mauritius
maximalistka;maximalist;Maximalist
maximalizace;maximization;Maximierung
maxima;maxim;Maxime
mayersbach;mayersbach;Mayersbach
mayovka;mayovka;Mayowka
mazanice;mazanice;Mazanice
mazanina;mazanina;Mazanina
mazda;mazda;Mazda
maz;maz;maz
maznice;lubricators;Öler
mazotok;mazotok;mazotok
mazurka;mazurka;Mazurka
mazut;mazut;mazut
mcely;mcely;mcely
mdloba;swoon;Ohnmacht
meandr;meander;Mäander
medaile;medal;Medaille
medailistka;medalist;Medaillengewinner
medailon;medallion;Medaillon
med;copper;Kupfer
mediace;mediation;Meditieren
medializace;media coverage;Berichterstattung in den Medien
medicina;medicine;Medizin
medicinbal;medicine ball;Medizinball
medievalistika;medievalism;Mittelalter
medievalistka;medievalist;Mittelalterler
medikament;medicament;Medikament
meditace;meditation;Meditation
medomet;medomet;Medomet
medovice;mead;Met
medovina;Mead;Met
meeting;meeting;Treffen
megabajt;megabyte;Megabyte
megabit;megabit;Megabit
megabyte;megabyte;Megabyte
megafon;megaphone;Megaphon
megahertz;megahertz;Megahertz
megalit;megalith;Megalith
megalomanie;megalomania;Größenwahn
megaohm;megaohm;Megaohm
megawatt;megawatt;Megawatt
megera;cat;Katze
mechanika;mechanics;Mechanik
mechanistka;mechanist;Mechanist
mechanizace;mechanization;Mechanisierung
mechanoterapie;mechanotherapy;Mechanotherapie
mechatronika;mechatronics;Mechatronik
mech;moss;Moos
mechorost;moss;Moos
mechovka;mechovka;mechovka
mechovnatka;moss;Moos
meioza;meiosis;Meiose
mejdan;party;Party
mekka;mecca;Mekka
mekot;mekot;mekot
melafyr;melafyr;Melafyr
melancholie;melancholy;Melancholie
melanin;melanin;Melanin
melanocyt;melanocyte;Melanozyt
melanom;melanoma;Melanom
melasa;molasses;Melasse
mela;mela;mela
melika;melika;Melika
meliorace;amelioration;Verbesserung
melodie;melody;Melodie
melodika;melody;Melodie
melodizace;melodization;Melodisierung
melodram;melodrama;Melodrama
melograf;melograf;melograf
melouch;melouch;melodisch
meloun;melon;Melone
melta;melta;Schmelze
memfis;memfis;memfis
menhir;menhir;Menhir
meningitida;meningitis;Meningitis
meningoencefalomyelitida;meningoencephalomyelitis;Meningoenzephalomyelitis
menopauza;menopause;Menopause
menstruace;menstruation;Menstruation
mentalita;mentality;Mentalität
mentol;menthol;Menthol
mentolka;peppermint;Pfefferminze
mentorka;mentor;Mentor
menuet;minuet;Menuett
menza;canteen;Kantine
meotar;meotar;meotar
mercedes;mercedes;Mercedes
mercedeska;mercedeska;mercedeska
merenda;merenda;Merenda
merinka;merinka;Merinka
merkantilistka;mercantilist;Merkantilist
merkaptan;mercaptan;Merkaptan
merkur;Mercury;Quecksilber
meruna;meruna;Meruna
meruzalka;meruzalka;Meruzalka
mesaliance;mesaliance;Mesalienz
metaarsenitan;metaarsenitan;Metaarsenitan
metabolit;metabolite;Metabolit
metaboritan;metaborite;Metaborit
metadon;methadone;Methadon
metafora;metaphor;Metapher
metaforika;metaphor;Metapher
metafosforitan;metaphosphite;Metaphosphit
metafysika;metaphysics;Metaphysik
metafyzika;metaphysics;Metaphysik
metahlinitan;metahlinitan;Metahlinit
metakritika;metacritic;metakritisch
metakvarcit;metacvarcite;metacarcit
metalimex;metalimex;metalimex
metalistka;metalist;Metallist
metalografie;metallography;Metallographie
metalotermie;metallothermia;Metallothermie
metalurgie;metallurgy;Metallurgie
metamatematika;metamathematics;Metamathematik
metan;methane;Methan
metanol;methanol;Methanol
metapolitika;metapolitics;Metapolitik
metastabilita;metastability;Metastabilität
metastruktura;metastructure;Metastruktur
metasymbol;metasymbol;Metasymbol
metateorie;metatheory;Metatheorie
metateze;metathesis;Metathese
metaznak;metaznak;metaznak
meta;meta;Meta
metelice;flurry;Aufregung
metelka;broom;Besen
meteor;meteor;Meteor
meteorit;meteorite;Meteorit
meteoroid;meteoroid;Meteoroid
meteorologie;meteorology;Meteorologie
meteosituace;meteo position;Meteo-Position
methamphetamin;methamphetamine;Methamphetamin
methan;methane;Methan
methanol;methanol;Methanol
methionin;methionine;Methionin
methylalkohol;methyl alcohol;Methylalkohol
methylbromid;methyl bromide;Methylbromid
methylen;methylene;Methylen
methylester;methyl ester;Methylester
methyl;methyl;Methyl
metla;whisk;Schneebesen
metlice;broom;Besen
metoda;method;Methode
metodika;methodology;Methodik
metodistka;Methodist;Methodist
metodologie;methodology;Methodik
metonymie;metonymy;Metonymie
metr;meter;Meter
metrika;metrics;Metriken
metritida;metritis;Metritis
metrizace;metering;Messung
metrologie;metrology;Metrologie
metronom;metronome;Metronom
metropole;metropolis;Metropole
metuje;metuje;metuje
metylalkohol;methyl alcohol;Methylalkohol
metylester;methyl ester;Methylester
metylfurfural;methylfurfural;Methylfurfural
metyloktalakton;methyl octalactone;Methyloctalacton
mezaliance;mezaliance;mezaliance
mezanin;mezzanine;Zwischenstock
mezera;gap;Lücke
mezernice;mezernice;mezernice
mezifrekvence;intermediate frequency;Zwischenfrequenz
mezihodnota;intermediate value;Zwischenwert
mezihra;interlude;Zwischenspiel
mezichod;mezichod;mezichod
mezikrok;intermediate step;Zwischenschritt
mezina;mezina;mezina
mezin;mezin;Mezin
meziplodina;intermediate crop;Zwischenfrucht
meziplocha;interface;Schnittstelle
meziprodukt;intermediate;mittlere
meziprostor;interspace;Zwischenraum
mezisklad;intermediate storage;Zwischenlagerung
mezistanice;intermediate station;Zwischenstation
mezistav;mezistav;Mesistav
mezivrstva;interlayer;Zwischenschicht
mezolit;Mesolithic;Mesolithikum
mezon;mezon;Mezon
mez;limit;Grenze
mezzosopranistka;mezzo-soprano;Mezzosopran
micka;micka;Micha
micka;micka;Micha
microsoft;microsoft;Microsoft
middleware;middleware;Middleware
mifepriston;mifepristone;Mifepriston
migmatit;migmatite;Migmatit
migrace;migration;Migration
mihule;lamprey;Neunauge
mihulka;mihulka;mihulka
michaela;Michaela;Micha
michalka;michalka;Michalka
mikina;mikina;mikin
mikroabraze;microabrasion;Mikroabrieb
mikrob;microbe;Mikrobe
mikrobiologie;microbiology;Mikrobiologie
mikrobiolologie;microbiology;Mikrobiologie
mikrobus;minibus;Kleinbus
mikrodeformace;microdeformation;Mikrodeformation
mikrodokument;microdocument;Mikrodokument
mikroekonomie;microeconomics;Mikroökonomie
mikroekonomika;microeconomics;Mikroökonomie
mikroelektronika;microelectronics;Mikroelektronik
mikrofarad;microfarad;Mikrofarad
mikrofilament;microfilament;Mikrofilament
mikrofilm;microfilm;Mikrofilm
mikrofiltrace;microfiltration;Mikrofiltration
mikrofiltr;microfilter;Mikrofilter
mikrofon;microphone;Mikrofon
mikrofosilie;microfossils;Mikrofossilien
mikrofotografie;micrograph;mikroskopische Aufnahme
mikrogeometrie;microgeometry;Mikrogeometrie
mikrografie;micrography;Mikrographie
mikrogram;microgram;Mikrogramm
mikroinjekce;microinjection;Mikroinjektion
mikroinstrukce;microinstruction;Mikrobefehl
mikrokernel;microkernel;Mikrokern
mikrolit;microlit;mikrolit
mikrolitografie;microlithography;Mikrolithographie
mikrometeorit;micrometeorite;Mikrometeorit
mikrometr;micrometer;Mikrometer
mikromodul;micromodule;Mikromodul
mikron;micron;Mikron
mikroobvod;microcircuit;Mikroschaltung
mikrooperace;microoperation;Mikrooperation
mikropenis;micropenis;Mikropenis
mikroprocesor;microprocessor;Mikroprozessor
mikroprogram;microprogram;Mikroprogramm
mikroprojekt;microproject;Mikroprojekt
mikroregion;microregion;Mikroregion
mikrosekunda;microsecond;Mikrosekunde
mikroskop;microscope;Mikroskop
mikroskopie;microscopy;Mikroskopie
mikrosonda;microprobe;Mikrosonde
mikrostruktura;microstructure;Mikrostruktur
mikrotelefon;handset;Mobilteil
mikroten;microtene;Mikroten
mikrotom;microtome;Mikrotom
mikroton;microton;Mikrotonne
mikrotrhlina;microcrack;Mikroriss
mikrovlna;microwave;Mikrowelle
mikrovolt;microvolt;Mikrovolt
mikrozkumavka;microtube;Mikroröhrchen
milada;milada;Milada
milena;milena;Milena
milenka;mistress;Herrin
milenka;mistress;Herrin
miliarda;billion;Milliarde
miliardtina;billionth;Milliardstel
milibar;millibar;Millibar
milice;militia;Miliz
miligram;milligram;Milligramm
mililitr;milliliter;Milliliter
milimagnituda;millimagnitude;Milligröße
milimetr;millimeter;Millimeter
milion;million;Million
miliontina;millionth;millionste
milisekunda;millisecond;Millisekunde
militaristka;militarist;Militarist
militarizace;militarization;Militarisierung
milivolt;millivolt;Millivolt
milka;milka;Milka
milodar;charity;Wohltätigkeit
miloslava;miloslava;Miloslav
milostnice;lovers;Liebhaber
milovnice;lovers;Liebhaber
mimeograf;mimeograph;Mimeograph
mimetizace;mimeticization;Nachahmung
mimika;mimic;nachahmen
mimochod;by the way;übrigens
minaret;minaret;Minarett
mina;mine;Bergwerk
mince;coin;Münze
mincovna;mint;Minze
mineralizace;mineralization;Mineralisierung
mineralogie;mineralogy;Mineralogie
minerva;minerva;Minerva
minervistka;minervist;Minervist
mineta;mineta;Mineta
miniatura;miniature;Miniatur
miniaturistka;miniature;Miniatur
miniaturizace;miniaturization;Miniaturisierung
miniaturka;miniature;Miniatur
miniautomobil;minicar;mini Auto
minibanka;minibank;Minibank
minibar;mini-bar;Minibar
minibus;minibus;Kleinbus
minidisk;minidisk;Minidisk
minigolf;mini-golf;Minigolf
minigolfistka;minigolfist;Minigolfer
miniinterrupce;miniinterruption;Miniunterbrechung
minikamera;mini camera;Mini-Kamera
minikatecheze;minicatechesis;Minikatechese
minilab;minilab;Minilabor
minimalistka;minimalist;minimalistisch
minimalizace;minimization;Minimierung
minimax;minimax;Minimax
miniplenka;mini diaper;Mini-Windel
miniponorka;minisubmarine;Mini-U-Boot
minipublikace;mini-publication;Mini-Publikation
ministrantka;Minister;Minister
minka;minka;Minka
minolovka;mine-sweeper;Minensuchboot
minomet;mortar;Granatwerfer
minonoska;minonoska;minonoska
minor;minor;unerheblich
minorita;minority;Minderheit
minsk;Minsk;Minsk
minus;minus;Minus-
minuskule;minuscule;Minuscule
minuta;minute;Minute
minutka;minute;Minute
miquelon;miquelon;Miquelon
mirabelka;mirabelka;mirabelka
mirka;mirka;mirka
miroslava;miroslava;miroslava
mise;mission;Mission
misie;mission;Mission
miska;bowl;Schüssel
miskovice;miskovice;miskovice
mistela;mistela;Mistela
mistral;mistral;Mistral
mitochondrie;mitochondria;Mitochondrien
mitra;miter;Gehrung
mixer;mixer;Rührgerät
mix;mix;mischen
mizina;mizina;mizin
mlada;A young;Ein Junge
mladice;youth;Jugend
mladina;wort;Würze
mlaskot;mlaskot;mlaskot
mlat;mlat;mlat
mlazina;coppice;Niederwald
mlha;fog;Nebel
mlhovina;nebula;Nebel
mlhovka;fog light;Nebelleuchte
mlsalka;mlsalka;mlsalka
mls;mls;mls
mlska;mlska;mlska
mlsota;mlsota;mlsota
mluva;speech;Rede
mluvnice;grammar;Grammatik
mnemonika;mnemonics;Mnemonik
mnemotechnika;mnemonics;Mnemonik
mobil;car;Wagen
mobilita;mobility;Mobilität
mobilizace;mobilization;Mobilisierung
mocnina;power;Energie
modalita;modality;Modalität
modelace;modeling;Modellieren
model;model;Modell
modeling;modeling;Modellieren
modelka;model;Modell
modem;modem;Modem
moderna;modern;modern
modernistka;modernist;Modernist
modernizace;modernization;Modernisierung
modifikace;modifications;Modifikationen
modistka;milliner;Hutmacherin
modla;idol;Idol
modlitba;prayer;Gebet
modlitebna;chapel;Kapelle
modrava;blue;blau
modrotisk;blueprint;Entwurf
modulace;modulation;Modulation
modularita;modularity;Modularität
modul;module;Modul
modurit;modurit;modurit
mohan;mohan;mohan
mohelka;mohelka;mohelka
mohyla;mound;Hügel
mohylka;mylka;mylka
mocha;mocha;Mokka
mochna;mochna;mochna
mok;mok;Mok
moldavanka;Moldovan;Moldauisch
moldava;Moldova;Moldawien
moldavit;moldavit;Moldavit
molekula;molecule;Molekül
molitan;foam;Schaum
molybdenan;molybdate;Molybdat
molybden;molybdenum;Molybdän
molybdenit;molybdenite;Molybdänit
moment;moment;Moment
momentka;snapshot;Schnappschuss
monada;monada;Montag
monarchie;monarchy;Monarchie
monarchistka;monarchist;Monarchist
monetaristka;monetarist;Monetarist
mongolka;Mongolian;mongolisch
monika;monika;Monika
monistka;monist;Monist
monitor;monitor;Monitor
monitoring;monitoring;Überwachung
monoandrie;monoandrie;monoandrie
monoblok;monoblock;Monoblock
monocyt;monocyte;Monozyt
monodromie;monodromy;Monodromie
monoester;monoester;Monoester
monofonie;monophony;Monophonie
monoftongizace;monoftongization;Monotonisierung
monogamie;monogamy;Monogamie
monoglycerid;monoglyceride;Monoglycerid
monografie;monograph;Monographie
monografistka;monographer;Monograph
monogram;monogram;Monogramm
monochord;monochord;Monochord
monoid;monoid;monoid
monokiny;monokiny;monokin
monokl;monocle;Monokel
monokultura;monoculture;Monokultur
monolit;monolith;Monolith
monolog;monologue;Monolog
monomer;monomer;Monomer
monopol;monopoly;Monopol
monopolistka;monopolist;Monopolist
monopolizace;monopolization;Monopolisierung
monopost;monopost;Monopost
monosacharid;monosaccharide;Monosaccharid
monosilan;monosilane;Monosilan
monoskop;monoscope;Monoskop
monoteistka;monotheistic;monotheistisch
monotonie;monotony;Monotonie
monotyp;monotype;Monotypie
monrovie;monrovie;Monrovie
monstrance;monstrance;Monstranz
monstrozita;monstrosity;Ungeheuerlichkeit
monstrpodnik;monster company;Monsterfirma
monstrproces;monster process;Monsterprozess
monsun;monsoon;Monsun
montana;montana;Montana
montanistka;montanistka;montanistka
montserrat;montserrat;Montserrat
monumentalistka;monumentalist;Monumentalist
monument;monument;Monument
monzum;monzum;Monzum
monzun;monsoon;Monsun
moonistka;moonistka;moonistka
moped;moped;Moped
mop;mop;Mopp
moralistka;moralist;Moralist
moralita;morality;Moral
moravanka;moravanka;Morawanka
morava;Moravia;Mähren
moravistka;Moravian;Mähren
moravka;moravka;Moravka
morbidita;morbidity;Morbidität
morda;murder;Mord
morfematika;morphematics;Morphematik
morf;morph;morph
morfin;morphine;Morphium
morfinistka;morphinist;Morphinist
morfologie;morphology;Morphologie
morfometrie;morphometry;Morphometrie
morfosyntax;morphosyntax;Morphosyntax
morganistka;morganist;Organist
mor;plague;Pest
morka;morka;morka
morseovka;Morse;Morse
mortalita;mortality;Mortalität
mosaika;mosaic;Mosaik-
mosambik;Mozambique;Mosambik
mosela;moss;Moos
moskvanka;Moscow;Moskau
moskva;Moscow;Moskau
most;Apple juice;Apfelsaft
most;Apple juice;Apfelsaft
mostka;bridge;Brücke
mostovka;bridge deck;Brückendeck
motel;motel;Motel
motivace;motivation;Motivation
motiv;motive;Motiv
motocykl;motorcycle;Motorrad
motocyklistka;motorcyclist;Motorradfahrer
motokros;motocross;Moto-Cross
motolice;megrims;Migräne
motorest;motorest;motorisch
motor;engine;Motor
motorika;motor skills;motorische Fähigkeiten
motoristka;motorist;Autofahrer
motorizace;motorization;Motorisierung
motorka;motorbike;Motorrad
mototuristika;mototourism;Mototourismus
mototuristka;motorcyclist;Motorradfahrer
motouz;twine;Schnur
motyka;hoe;Hacke
moucha;fly;fliegen
mouka;flour;Mehl
mour;mour;Trauer
mozaika;mosaic;Mosaik-
mozambik;mozambique;Mosambik
mozkovna;brain;Gehirn
mozol;callus;Kallus
mrak;cloud;Wolke
mrakodrap;skyscraper;Wolkenkratzer
mramor;marble;Marmor
mramotice;marble;Marmor
mraska;cloud;Wolke
mrav;mrav;mrav
mravouka;ethics;Ethik
mrazovka;freezer;Gefrierschrank
mrcha;bitch;Hündin
mrkev;carrot;Karotte
mrtvice;stroke;Schlaganfall
mrtvola;corpse;Leichnam
mrtvolka;corpse;Leichnam
mrva;man;Mann
msta;msta;msta
mstitelka;avenger;Rächer
mudrdlantka;mudrdlantka;mudrdlantka
muflonka;mouflon;Mufflon
mucholapka;flytrap;Fliegenfalle
muka;torture;Folter
mulatka;mulatto;Mulatte
mula;mule;Maultier
muleta;muleta;Muleta
multigraf;multigraph;Multigraph
multiinstrumentalistka;multi-instrumentalist;Multiinstrumentalist
multilicence;volume license;Volumenlizenz
multiperspektivita;multiperspectivity;Multiperspektivität
multiplexer;multiplexer;Multiplexer
multiplex;multiplex;Multiplex
multiplexing;multiplexing;Multiplexen
multiplexor;multiplexer;Multiplexer
multiplicita;multiplicity;Vielzahl
multiplikace;multiplication;Multiplikation
multiprocesing;multiprocessing;Multiprocessing
multiprocesor;multiprocessor;Multiprozessor
multiservis;multiservice;Multiservice
multiverbizace;multiverbization;Multiverbisierung
multivitamin;multivitamin;Multivitamin
mumie;mummy;Mumie
mumifikace;mummification;Mumifizierung
munice;ammunition;Munition
municipalizace;municipalisation;Kommunalisierung
musika;music;Musik
muskovit;muscovite;Moskauer
muslimka;Muslim;Muslim
mutace;mutation;Mutation
mutagen;mutagen;mutagen
mutagenita;mutagenicity;Mutagenität
muzeologie;museology;Museologie
muzikantka;musician;Musiker
muzika;music;Musik
muzikologie;musicology;Musikwissenschaft
muzikoterapie;music therapy;Musiktherapie
mycelie;mycelia;Myzel
mydlinka;soap;Seife
mydliny;lather;Schaum
mykologie;mycology;Pilzkunde
mykorhiza;mycorrhiza;Mykorrhiza
mykotoxin;mycotoxin;Mykotoxin
mykoza;mycosis;Mykose
myoglobin;myoglobin;Myoglobin
myokard;myocardium;Myokard
myom;myoma;Myom
myopie;myopia;Kurzsichtigkeit
myrha;myrrh;Myrrhe
myriada;myriad;unzählige
myrta;myrtle;Myrte
mys;mouse;Maus
myslinka;myslinka;Myslinka
myslitelka;thinker;Denker
myslivna;lodge;Hütte
mysofilie;mysophilia;Mysophilie
mystifikace;mystification;Mystifikation
mystika;mysticism;Mystik
mythologie;mythology;Mythologie
mytologie;mythology;Mythologie
mzda;wages;Löhne
nabyvatelka;acquirer;Erwerber
nacionalistka;nationalist;Nationalist
nacistka;Nazi;Nazi-
nadace;Foundation;Stiftung
nadgrupa;group;Gruppe
nadhled;overview;Überblick
nadhmat;nadhmat;Nadhmat
nadhodnota;surplus value;Mehrwert
nadhoz;nadhoz;Nadhoz
nadchod;overpass;Überführung
nadir;nadir;Nadir
nadjezd;flyover;Überführung
nadkmen;nadkmen;Nadkmen
nadledvina;adrenal gland;Nebenniere
nadledvinka;adrenal gland;Nebenniere
nadledviny;adrenal glands;Nebennieren
nadmonopol;nadmonopol;Nadmonopol
nadpis;title;Titel
nadplocha;surface;Fläche
nadprodukce;overproduction;Überproduktion
nadprodukt;overproduction;Überproduktion
nadrealistka;surrealist;Surrealist
nadrovina;superstructure;Überbau
nadskupina;supergroup;Supergruppe
nadstandard;above standard;über Standard
nadstavba;superstructure;Überbau
naftalen;naphthalene;Naphthalin
nafta;oil;Öl
naftoflavon;naphthoflavone;Naphthoflavon
naftovod;oil pipeline;Erdölleitung
nahota;nudity;Nacktheit
nahotina;nahotina;Nahotina
nahotinka;nahotinka;Nahotinka
nach;purple;lila
naivistka;naivistka;naivistka
naivita;naivety;Naivität
naivka;babe;Baby
nakladatelka;publisher;Verleger
nakupenina;shopping;Einkaufen
nalezenka;found;gefunden
namibie;namibia;Namibia
namibijka;namibia;Namibia
nandrolon;nandrolone;Nandrolon
nanka;nanka;Nanka
nanobakterie;nanobacteria;Nanobakterien
nanometr;nanometer;Nanometer
nanosekunda;nanosecond;Nanosekunde
nanostruktura;nanostructure;Nanostruktur
nanuk;nanuk;Nanuk
nanynka;nanynka;Nanynka
napalm;napalm;Napalm
naplavenina;silt;Schlick
napodobenina;imitation;Nachahmung
napodobitelka;imitator;Imitator
napodobovatelka;imitator;Imitator
narace;narace;narace
narcis;narcissus;Narzisse
narcisistka;narcissist;Narzisst
narciska;daffodils;Narzissen
narcistka;narcissist;Narzisst
narkolepsie;narcolepsy;Narkolepsie
narkomafie;drug addiction;Drogenabhängigkeit
narkomanie;addiction;Sucht
narkomanka;addict;süchtig
narozeniny;birthday;Geburtstag
narva;narva;Narva
nasavrky;nasavrky;nasavrky
nashville;nashville;Nashville
nastie;nastie;böse
natamycin;natamycin;Natamycin
natriumamid;sodium amide;Natriumamid
naturalistka;naturalist;Naturforscher
naturel;natural;natürlich
naturistka;naturist;FKK-
nauka;science;Wissenschaft
naurujka;naurujka;naurujka
nausea;nausea;Brechreiz
nautika;nautics;Nautik
navigace;navigation;Navigation
navrhovatelka;draftswoman;Zeichnerin
nazaret;nazaret;nazaret
neandertal;neanderthal;Neandertaler
neapol;Naples;Neapel
nebozez;auger;Schnecke
nebraska;Nebraska;Nebraska
necking;necking;Einschnürung
necky;washtub;Waschzuber
nedbalky;negligence;Fahrlässigkeit
neduh;affliction;Gebrechen
nefrit;nephrite;Nephrit
nefron;nephron;Nephron
nefropatie;nephropathy;Nephropathie
negace;negation;Negation
